ticker,name,buy_date,sell_date,hold_days,quantity,buy_price,sell_price,net_pnl,gross_return,buy_conclusion_label,buy_watching_action,buy_holding_action,buy_structure_score,buy_risk_score,buy_p_continue_10d,buy_p_fail_5d,buy_breakout_quality,buy_volume_state,buy_relative_strength_label,buy_rank_score,buy_target_weight,sell_conclusion_label,sell_watching_action,sell_holding_action,sell_structure_score,sell_risk_score,sell_p_continue_10d,sell_p_fail_5d,sell_breakout_quality,sell_volume_state,sell_relative_strength_label,sell_rank_score,sell_target_weight,is_loss,buy_full_positive,buy_strong_positive,sell_still_positive,sell_became_defensive,mismatch_type
601360.SH,三六零,2025-02-11,2025-02-12,1,300,13.2,13.14,-18.0,-0.0045,defense_first,stand_aside,exit_on_invalidation,100,76,0.6925,0.3141,invalid,neutral,显著强于基准,93.25,0.0,defense_first,stand_aside,exit_on_invalidation,100,76,0.6856,0.3147,invalid,contract,显著强于基准,92.56,0.0,True,False,False,False,True,other
600570.SH,恒生电子,2025-02-11,2025-02-12,1,100,31.21,32.74,153.0,0.049,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,66,0.5452,0.3031,suspicious,expand,显著强于基准,88.52,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,67,0.5556,0.3038,suspicious,expand,显著强于基准,88.56,0.0,False,True,False,True,False,other
600588.SH,用友网络,2025-02-10,2025-02-13,3,300,14.51,17.38,861.0,0.1978,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,74,0.5451,0.3061,suspicious,expand,显著强于基准,80.51,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,72,0.5849,0.3147,suspicious,neutral,显著强于基准,86.49,0.0,False,True,False,True,False,other
600580.SH,卧龙电驱,2025-02-13,2025-02-14,1,200,25.42,24.8,-124.0,-0.0244,high_quality_continuation,buy_on_pullback,hold_above_support,100,69,0.6981,0.2164,suspicious,expand,显著强于基准,100.81,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.6681,0.2201,suspicious,neutral,与基准大体同步,97.81,0.0,True,True,True,True,False,system_stayed_positive_but_loss
002558.SZ,巨人网络,2025-02-11,2025-02-14,3,300,15.02,16.05,309.0,0.0686,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,68,0.585,0.3006,suspicious,contract,显著强于基准,90.5,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.6088,0.3058,valid,expand,显著强于基准,91.88,0.0,False,True,False,True,False,other
600588.SH,用友网络,2025-02-14,2025-02-17,3,200,18.22,17.68,-108.0,-0.0296,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,70,0.5924,0.3185,suspicious,expand,显著强于基准,89.24,0.0,defense_first,stand_aside,exit_on_invalidation,100,74,0.5898,0.3259,invalid,neutral,显著强于基准,84.98,0.0,True,True,False,False,True,buy_looked_good_then_broke
601216.SH,君正集团,2025-02-14,2025-02-17,3,800,6.26,6.05,-168.0,-0.0335,high_quality_continuation,buy_on_pullback,hold_above_support,100,70,0.6838,0.3126,suspicious,expand,显著强于基准,98.38,0.0,defense_first,stand_aside,exit_on_invalidation,100,71,0.6723,0.32,invalid,neutral,显著强于基准,96.23,0.0,True,True,True,False,True,buy_looked_good_then_broke
600120.SH,浙江东方,2025-02-13,2025-02-17,4,500,8.81,7.63,-590.0,-0.1339,high_quality_continuation,buy_on_pullback,hold_above_support,100,64,0.719,0.3212,suspicious,expand,显著强于基准,107.9,0.2,defense_first,stand_aside,exit_on_invalidation,100,86,0.6772,0.3362,invalid,neutral,略强于基准,81.72,0.0,True,True,True,False,True,buy_looked_good_then_broke
600498.SH,烽火通信,2025-02-17,2025-02-18,1,200,24.99,24.8,-38.0,-0.0076,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.7892,0.1876,suspicious,expand,显著强于基准,117.92,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.798,0.1892,suspicious,neutral,显著强于基准,121.8,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600570.SH,恒生电子,2025-02-14,2025-02-18,4,100,34.98,32.73,-225.0,-0.0643,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5665,0.3062,suspicious,expand,显著强于基准,87.65,0.0,defense_first,stand_aside,exit_on_invalidation,96,72,0.5374,0.3165,invalid,neutral,显著强于基准,77.74,0.0,True,True,False,False,True,buy_looked_good_then_broke
002558.SZ,巨人网络,2025-02-17,2025-02-18,1,300,16.61,16.2,-123.0,-0.0247,high_quality_continuation,buy_on_pullback,hold_above_support,100,69,0.6223,0.3089,suspicious,expand,显著强于基准,93.23,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,70,0.6055,0.313,suspicious,neutral,显著强于基准,90.55,0.0,True,True,True,True,False,system_stayed_positive_but_loss
601777.SH,千里科技,2025-02-18,2025-02-19,1,600,7.89,8.66,462.0,0.0976,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,73,0.5993,0.2587,suspicious,expand,显著强于基准,86.93,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,74,0.6201,0.2577,valid,expand,显著强于基准,88.01,0.0,False,True,False,True,False,other
002152.SZ,广电运通,2025-02-18,2025-02-19,1,300,13.18,14.15,291.0,0.0736,high_quality_continuation,buy_on_pullback,hold_above_support,100,56,0.8283,0.1789,suspicious,expand,显著强于基准,126.83,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,57,0.8444,0.1807,valid,expand,显著强于基准,127.44,0.2,False,True,True,True,False,other
600050.SH,中国联通,2025-02-18,2025-02-20,2,700,6.44,6.2,-168.0,-0.0373,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.7751,0.241,valid,expand,显著强于基准,112.51,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,68,0.7636,0.2471,suspicious,contract,显著强于基准,108.36,0.0,True,True,True,True,False,system_stayed_positive_but_loss
600498.SH,烽火通信,2025-02-20,2025-02-21,1,100,27.38,28.62,124.0,0.0453,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.8042,0.1959,valid,expand,显著强于基准,119.42,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.812,0.1963,valid,neutral,显著强于基准,120.2,0.2,False,True,True,True,False,other
600183.SH,生益科技,2025-02-19,2025-02-24,5,100,33.84,32.35,-149.0,-0.044,defense_first,stand_aside,exit_on_invalidation,100,58,0.5353,0.2634,valid,neutral,显著强于基准,95.53,0.0,momentum_but_heavy_overhead,avoid_chasing,scale_out_into_strength,97,60,0.4767,0.2593,valid,expand,略强于基准,84.67,0.0,True,False,False,False,False,other
002152.SZ,广电运通,2025-02-24,2025-02-25,1,300,15.02,14.24,-234.0,-0.0519,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.853,0.1875,valid,neutral,显著强于基准,127.3,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.8331,0.1898,suspicious,contract,显著强于基准,124.31,0.2,True,True,True,True,False,system_stayed_positive_but_loss
000988.SZ,华工科技,2025-02-21,2025-02-25,4,100,49.26,45.36,-390.0,-0.0792,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.6571,0.1757,valid,expand,显著强于基准,106.71,0.2,defense_first,stand_aside,exit_on_invalidation,99,71,0.6143,0.1984,invalid,contract,显著强于基准,89.43,0.0,True,True,True,False,True,buy_looked_good_then_broke
600498.SH,烽火通信,2025-02-24,2025-02-25,1,100,27.96,25.96,-200.0,-0.0715,high_quality_continuation,buy_on_pullback,hold_above_support,100,63,0.8063,0.1986,suspicious,neutral,显著强于基准,117.63,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,70,0.8514,0.2682,suspicious,neutral,略强于基准,115.14,0.0,True,True,True,True,False,system_stayed_positive_but_loss
000818.SZ,航锦科技,2025-02-21,2025-02-26,5,100,40.82,31.54,-928.0,-0.2273,high_quality_continuation,buy_on_pullback,hold_above_support,100,72,0.7132,0.2757,suspicious,expand,显著强于基准,99.32,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,75,0.8779,0.2385,suspicious,neutral,与基准大体同步,112.79,0.0,True,True,True,True,False,system_stayed_positive_but_loss
002085.SZ,万丰奥威,2025-02-25,2025-02-26,1,200,20.87,20.94,14.0,0.0034,defense_first,stand_aside,exit_on_invalidation,100,68,0.4761,0.2691,valid,expand,显著强于基准,79.61,0.0,defense_first,stand_aside,exit_on_invalidation,100,68,0.4698,0.2605,suspicious,neutral,显著强于基准,78.98,0.0,False,False,False,False,True,other
600100.SH,同方股份,2025-02-25,2025-02-26,1,500,9.25,9.18,-35.0,-0.0076,high_quality_continuation,buy_on_pullback,hold_above_support,100,64,0.9409,0.1883,valid,expand,显著强于基准,130.09,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,65,0.9379,0.1906,valid,neutral,显著强于基准,128.79,0.2,True,True,True,True,False,system_stayed_positive_but_loss
601231.SH,环旭电子,2025-02-26,2025-02-27,1,200,19.55,19.26,-58.0,-0.0148,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,58,0.6029,0.1644,suspicious,contract,显著强于基准,102.29,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,57,0.5873,0.197,suspicious,contract,显著强于基准,101.73,0.0,True,True,False,True,False,system_stayed_positive_but_loss
601777.SH,千里科技,2025-02-26,2025-02-27,1,400,9.91,10.24,132.0,0.0333,high_quality_continuation,buy_on_pullback,hold_above_support,100,74,0.6379,0.28,suspicious,neutral,显著强于基准,89.79,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,74,0.6413,0.2814,suspicious,neutral,显著强于基准,90.13,0.0,False,True,True,True,False,other
603659.SH,璞泰来,2025-02-27,2025-02-28,1,200,17.44,17.29,-30.0,-0.0086,high_quality_continuation,buy_on_pullback,hold_above_support,100,57,0.7603,0.2629,valid,expand,显著强于基准,119.03,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.7473,0.2635,suspicious,neutral,显著强于基准,116.73,0.2,True,True,True,True,False,system_stayed_positive_but_loss
000887.SZ,中鼎股份,2025-02-26,2025-02-28,2,100,24.32,20.61,-292.0,-0.1525,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.9678,0.2093,valid,expand,显著强于基准,136.78,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.9182,0.2106,suspicious,neutral,显著强于基准,124.82,0.0,True,True,True,True,False,system_stayed_positive_but_loss
000887.SZ,中鼎股份,2025-02-27,2025-02-28,1,100,22.74,20.61,-292.0,-0.0937,high_quality_continuation,buy_on_pullback,hold_above_support,100,63,0.9484,0.2045,valid,expand,显著强于基准,131.84,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.9182,0.2106,suspicious,neutral,显著强于基准,124.82,0.0,True,True,True,True,False,system_stayed_positive_but_loss
000932.SZ,华菱钢铁,2025-02-27,2025-03-03,4,900,4.97,4.93,-36.0,-0.008,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,63,0.5602,0.2481,valid,expand,显著强于基准,93.02,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,63,0.5357,0.246,suspicious,neutral,显著强于基准,90.57,0.0,True,True,False,True,False,system_stayed_positive_but_loss
002273.SZ,水晶光电,2025-02-27,2025-03-03,4,100,27.23,24.52,-271.0,-0.0995,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,64,0.5896,0.2468,suspicious,neutral,显著强于基准,94.96,0.0,defense_first,stand_aside,exit_on_invalidation,77,72,0.424,0.2929,invalid,contract,与基准大体同步,47.4,0.0,True,True,False,False,True,buy_looked_good_then_broke
002709.SZ,天赐材料,2025-02-28,2025-03-03,3,200,21.03,21.91,176.0,0.0418,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,66,0.5955,0.326,suspicious,expand,显著强于基准,93.55,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,67,0.6207,0.3155,valid,expand,显著强于基准,95.07,0.0,False,True,False,True,False,other
002195.SZ,岩山科技,2025-03-07,2025-03-10,3,700,6.44,6.34,-70.0,-0.0155,high_quality_continuation,buy_on_pullback,hold_above_support,100,63,0.6207,0.1977,suspicious,expand,显著强于基准,99.07,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,61,0.6272,0.1949,suspicious,expand,显著强于基准,101.72,0.2,True,True,True,True,False,system_stayed_positive_but_loss
300765.SZ,新诺威,2025-03-07,2025-03-11,4,100,38.78,37.35,-143.0,-0.0369,defense_first,stand_aside,exit_on_invalidation,100,75,0.6766,0.3881,suspicious,contract,显著强于基准,92.66,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,63,0.9146,0.2518,valid,neutral,略强于基准,128.46,0.2,True,False,False,True,False,other
000807.SZ,云铝股份,2025-03-07,2025-03-11,4,200,18.58,17.99,-118.0,-0.0318,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,59,0.5167,0.2889,suspicious,neutral,显著强于基准,92.67,0.0,defense_first,stand_aside,exit_on_invalidation,94,65,0.5262,0.2965,invalid,contract,略强于基准,81.62,0.0,True,True,False,False,True,buy_looked_good_then_broke
300432.SZ,富临精工,2025-03-11,2025-03-12,1,100,23.84,23.38,-46.0,-0.0193,defense_first,stand_aside,exit_on_invalidation,100,75,0.5124,0.3496,suspicious,expand,显著强于基准,76.24,0.0,defense_first,stand_aside,exit_on_invalidation,100,75,0.5133,0.3317,suspicious,neutral,显著强于基准,76.33,0.0,True,False,False,False,True,other
603799.SH,华友钴业,2025-03-11,2025-03-13,2,100,38.64,38.92,28.0,0.0072,high_quality_continuation,buy_on_pullback,hold_above_support,100,57,0.6964,0.1939,valid,neutral,显著强于基准,112.64,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.6978,0.2,valid,neutral,显著强于基准,111.78,0.2,False,True,True,True,False,other
002155.SZ,湖南黄金,2025-03-12,2025-03-14,2,100,24.03,23.66,-37.0,-0.0154,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5436,0.3359,suspicious,neutral,显著强于基准,85.36,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,70,0.5449,0.3469,suspicious,neutral,显著强于基准,84.49,0.0,True,True,False,True,False,system_stayed_positive_but_loss
600031.SH,三一重工,2025-03-07,2025-03-14,7,200,19.89,20.43,108.0,0.0271,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,98,62,0.5732,0.3077,suspicious,contract,显著强于基准,93.32,0.0,high_quality_continuation,buy_on_pullback,hold_above_support,100,58,0.8642,0.2687,valid,neutral,略强于基准,128.42,0.2,False,True,False,True,False,other
603568.SH,伟明环保,2025-03-18,2025-03-20,2,200,22.69,21.77,-184.0,-0.0405,high_quality_continuation,buy_on_pullback,hold_above_support,100,55,0.6468,0.24,valid,expand,显著强于基准,109.68,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,56,0.6319,0.2461,suspicious,contract,显著强于基准,107.19,0.2,True,True,True,True,False,system_stayed_positive_but_loss
000408.SZ,藏格矿业,2025-03-17,2025-03-20,3,100,36.8,36.77,-3.0,-0.0008,high_quality_continuation,buy_on_pullback,hold_above_support,100,59,0.8158,0.2427,suspicious,contract,显著强于基准,122.58,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.7933,0.2953,suspicious,neutral,与基准大体同步,119.33,0.2,True,True,True,True,False,system_stayed_positive_but_loss
600547.SH,山东黄金,2025-03-20,2025-03-24,4,100,27.21,26.1,-111.0,-0.0408,high_quality_continuation,buy_on_pullback,hold_above_support,100,54,0.6214,0.1554,suspicious,contract,略强于基准,108.14,0.2,defense_first,stand_aside,exit_on_invalidation,86,65,0.5874,0.1888,invalid,contract,略强于基准,79.74,0.0,True,True,True,False,True,buy_looked_good_then_broke
000975.SZ,山金国际,2025-03-20,2025-03-24,4,200,18.77,18.24,-106.0,-0.0282,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,99,60,0.5264,0.253,suspicious,neutral,略强于基准,91.64,0.0,defense_first,stand_aside,exit_on_invalidation,90,67,0.5243,0.2883,invalid,contract,显著强于基准,75.43,0.0,True,True,False,False,True,buy_looked_good_then_broke
600988.SH,赤峰黄金,2025-03-21,2025-03-24,3,200,21.23,20.86,-74.0,-0.0174,defense_first,stand_aside,exit_on_invalidation,99,67,0.4946,0.2879,invalid,contract,显著强于基准,81.46,0.0,defense_first,stand_aside,exit_on_invalidation,90,67,0.491,0.2894,invalid,contract,略强于基准,72.1,0.0,True,False,False,False,True,other
603529.SH,爱玛科技,2025-03-21,2025-03-25,4,100,45.48,44.15,-133.0,-0.0292,defense_first,stand_aside,exit_on_invalidation,100,75,0.4806,0.3635,suspicious,expand,显著强于基准,73.06,0.0,defense_first,stand_aside,exit_on_invalidation,100,67,0.7539,0.3042,invalid,contract,略强于基准,108.39,0.0,True,False,False,False,True,other
600562.SH,国睿科技,2025-05-09,2025-05-12,3,100,23.76,26.18,242.0,0.1019,high_quality_continuation,buy_on_pullback,hold_above_support,100,60,0.7711,0.1809,valid,expand,显著强于基准,117.11,0.2,high_quality_continuation,buy_on_pullback,hold_above_support,100,62,0.7865,0.1822,valid,neutral,显著强于基准,116.65,0.2,False,True,True,True,False,other
000559.SZ,万向钱潮,2025-05-13,2025-05-14,1,400,9.51,8.94,-228.0,-0.0599,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,74,0.5519,0.305,suspicious,expand,显著强于基准,81.19,0.0,defense_first,stand_aside,exit_on_invalidation,100,79,0.5342,0.3115,suspicious,expand,显著强于基准,74.42,0.0,True,True,False,False,True,buy_looked_good_then_broke
002074.SZ,国轩高科,2025-05-12,2025-05-14,2,100,24.05,23.81,-24.0,-0.01,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,67,0.5482,0.2929,suspicious,expand,显著强于基准,87.82,0.0,defense_first,stand_aside,exit_on_invalidation,100,68,0.532,0.3043,invalid,neutral,显著强于基准,85.2,0.0,True,True,False,False,True,buy_looked_good_then_broke
002414.SZ,高德红外,2025-05-09,2025-05-15,6,500,8.55,8.51,-20.0,-0.0047,defense_first,stand_aside,exit_on_invalidation,97,64,0.5174,0.3013,suspicious,neutral,显著强于基准,84.74,0.0,defense_first,stand_aside,exit_on_invalidation,100,64,0.8449,0.2184,invalid,contract,与基准大体同步,120.49,0.0,True,False,False,False,True,other
601919.SH,中远海控,2025-05-14,2025-05-16,2,200,16.39,15.98,-82.0,-0.025,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,63,0.5346,0.2986,suspicious,expand,显著强于基准,90.46,0.0,defense_first,stand_aside,exit_on_invalidation,88,64,0.5175,0.3057,invalid,contract,显著强于基准,75.75,0.0,True,True,False,False,True,buy_looked_good_then_broke
601319.SH,中国人保,2025-05-15,2025-05-19,4,500,8.26,8.22,-20.0,-0.0048,defense_first,stand_aside,exit_on_invalidation,100,70,0.4769,0.2981,suspicious,expand,显著强于基准,77.69,0.0,defense_first,stand_aside,exit_on_invalidation,99,70,0.4634,0.3061,suspicious,contract,显著强于基准,75.34,0.0,True,False,False,False,True,other
601866.SH,中远海发,2025-05-16,2025-05-19,3,1600,2.75,2.7,-80.0,-0.0182,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,69,0.5643,0.2425,suspicious,expand,显著强于基准,87.43,0.0,confirmation_needed,wait_for_confirmation,trim_on_failed_confirmation,100,68,0.579,0.243,suspicious,neutral,显著强于基准,89.9,0.0,True,True,False,True,False,system_stayed_positive_but_loss
